device,intf,description,ip_addr,shutdown,snmp_location
AST-AS-M4A-1,TenGigabitEthernet2/1/2,To Router 2 Interface G0/0/1,10.8.16.22/30,FALSE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
AST-AS-M4A-1,Vlan1,User Network,10.168.251.1/24,FALSE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
AST-AS-M4A-1,Vlan10,Farm,10.170.251.1/25,FALSE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
AST-AS-M4A-1,Vlan11,Protect,10.170.251.129/25,FALSE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
AST-AS-M4A-1,Vlan20,WLAN,10.171.251.1/24,FALSE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
AST-AS-M4A-1,Vlan100,Voice,10.169.251.1/24,TRUE,"9606 North Mopac Expressway, Austin, TX, 78759 () () () (HCB Coventry) (Denise Meredeith 512-340-4279|)"
ATL-DS-M2A-FARM-2,Loopback0,For Network Management,10.8.186.129/32,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,Port-channel11,to Farm1,10.8.186.26/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,Port-channel12,to Farm1,10.8.186.30/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,TenGigabitEthernet1/0/1,To Router 1 Interface G0/0/0,10.8.186.14/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,TenGigabitEthernet1/1/3,To Edge Stack: ATL-ES-L2VDC-1,10.13.41.141/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,TenGigabitEthernet1/1/4,To Edge Stack: ATL-ES-L2VDC-2,10.13.41.149/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,TenGigabitEthernet2/0/1,To Router 2 Interface G0/0/0,10.8.186.22/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,Vlan1,Server Network,10.140.243.1/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-DS-M2A-FARM-2,Vlan20,,10.115.240.1/23,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
BFF-TORa,vlan1611,VLAN_1611,10.75.10.2/26,FALSE,
BFF-TORa,vlan4090,vlan4090,172.16.0.0/31,FALSE,
BFF-TORa,loopback1,,172.16.128.0/32,FALSE,
BFF-TORa,loopback2,,172.30.0.0/32,FALSE,
BFF-TORa,mgmt1/1/1,,10.75.34.130/23,FALSE,
BFF-TORa,ethernet1/1/47:1,ethernet1/1/47:1,10.75.248.129/30,FALSE,
BFF-TORa,ethernet1/1/48:1,ethernet1/1/48:1,10.75.248.137/30,FALSE,
BFF-TORa,virtual-network3931,virtual-network3931,10.75.10.131/25,FALSE,
ATL-ES-M2A-BKP-2,Vlan1,,10.140.243.254/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATT-DIS-DC-DMZ-01,Vlan100,Mgmt_Net,10.73.24.82/28,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Vlan996,EIGRP,10.73.24.29/30,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Vlan997,IBGP,10.73.24.21/30,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Vlan998,Firewall_Inside,10.73.24.50/29,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Vlan999,Firewall_Outside,10.73.24.58/29,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Ethernet1/1,to PGATLPV-WANMPLS-DC--01_port_TE0/1/2,10.73.24.6/30,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Ethernet1/2,to PGATLPV-WANMPLS-DC--02_port_TE0/1/1,10.73.24.14/30,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Ethernet1/7,VPC Peer Link to PGATLPV-DMZ-DC-02,10.73.24.25/30,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,Ethernet1/14,to Five9 EXR-01A_Pri,192.168.230.161/29,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,loopback0,,10.73.24.98/32,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATT-DIS-DC-DMZ-01,loopback1,,10.73.24.100/32,FALSE,"1033 Jefferson Street NW, Atlanta, GA, 30318 () () (Not PCI) (PSS Corp) ( |)"
ATL-ES-M2A-2,Loopback0,For Network Management,10.2.102.146/32,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-2,TenGigabitEthernet1/1/1,Uplink #1,10.13.41.146/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-2,TenGigabitEthernet2/1/1,Uplink #2,10.13.41.150/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-2,Vlan1,User Network,10.166.146.1/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-2,Vlan100,Voice,10.198.146.1/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
BLB-DS-MGA-BONE-2,Loopback0,,10.2.2.55/32,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/3,BLB-DS-LGVDC-Bone-1,10.10.12.106/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/4,BLB-DS-LGVDC-Bone-1,10.10.12.110/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/5,BLB-DS-L2-WLAN-1,10.8.222.134/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/6,BLB-DS-B2L2-OBM-1,10.8.222.138/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/7,BLB-SS-B2LGVDC-Voice-1,157.121.1.97/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/8,BLB-SS-B2LGVDC-Voice-2,157.121.1.105/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/9,BLB-SS-B1VDC-Farm1-1,10.130.54.4/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/10,BLB-SS-B1VDC-Farm2-1,10.140.54.4/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/12,InfoBlox DHCP #2,10.140.100.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/14,To Edge Stack: BLB-ES-B1VDC-QA-1,10.13.105.245/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/15,To Edge Stack: BLB-ES-B2L3-1,10.13.104.117/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/16,To Edge Stack: BLB-ES-B2L3-2,10.13.104.125/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/17,To Edge Stack: BLB-ES-B2L3-3,10.13.104.133/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/18,To Edge Stack: BLB-ES-B2L3-4,10.13.104.141/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/19,To Edge Stack: BLB-ES-B2L2-1,10.13.104.149/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/20,To Edge Stack: BLB-ES-B2L2-2,10.13.104.157/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/21,To Edge Stack: BLB-ES-B2L2-3,10.13.104.165/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/22,To Edge Stack: BLB-ES-B2L2-4,10.13.104.173/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/23,To Edge Stack: BLB-ES-B2L1-1,10.13.104.181/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/24,To Edge Stack: BLB-ES-B2L1-2,10.13.104.189/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/25,To Edge Stack: BLB-ES-B2L1-3,10.13.104.197/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/26,To Edge Stack: BLB-ES-B2L1-4,10.13.104.205/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/27,To Edge Stack: BLB-ES-B2LG-1,10.13.104.213/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/28,To Edge Stack: BLB-ES-B2LG-2,10.13.104.221/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/29,To Edge Stack: BLB-ES-B2LG-3,10.13.104.229/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/30,To Edge Stack: BLB-ES-B2LG-4,10.13.104.237/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/31,,10.8.222.14/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-2,TwentyFiveGigE1/0/32,,10.8.222.22/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,Loopback0,,10.2.2.54/32,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/3,BLB-DS-LGVDC-BONE-2,10.10.12.105/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/4,BLB-DS-LGVDC-BONE-2,10.10.12.109/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/5,BLB-DS-L2-WLAN-1,10.8.222.132/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/6,BLB-DS-B2L2-OBM-1,10.8.222.136/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/7,BLB-SS-B2LGVDC-Voice-1,157.121.1.93/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/8,BLB-SS-B2LGVDC-Voice-2,157.121.1.101/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/9,BLB-SS-B1VDC-Farm1-1,10.130.54.3/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/10,BLB-SS-B1VDC-Farm2-1,10.140.54.3/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/12,InfoBlox DHCP #1,10.130.100.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/13,BLB-DS-B1L1WS-AETTLab-1,10.186.60.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/14,To Edge Stack: BLB-ES-B1VDC-QA-1,10.13.105.241/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/15,To Edge Stack: BLB-ES-B2L3-1,10.13.104.113/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/16,To Edge Stack: BLB-ES-B2L3-2,10.13.104.121/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/17,To Edge Stack: BLB-ES-B2L3-3,10.13.104.129/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/18,To Edge Stack: BLB-ES-B2L3-4,10.13.104.137/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/19,To Edge Stack: BLB-ES-B2L2-1,10.13.104.145/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/20,To Edge Stack: BLB-ES-B2L2-2,10.13.104.153/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/21,To Edge Stack: BLB-ES-B2L2-3,10.13.104.161/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/22,To Edge Stack: BLB-ES-B2L2-4,10.13.104.169/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/23,To Edge Stack: BLB-ES-B2L1-1,10.13.104.177/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/24,To Edge Stack: BLB-ES-B2L1-2,10.13.104.185/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/25,To Edge Stack: BLB-ES-B2L1-3,10.13.104.193/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/26,To Edge Stack: BLB-ES-B2L1-4,10.13.104.201/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/27,To Edge Stack: BLB-ES-B2LG-1,10.13.104.209/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/28,To Edge Stack: BLB-ES-B2LG-2,10.13.104.217/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/29,To Edge Stack: BLB-ES-B2LG-3,10.13.104.225/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/30,To Edge Stack: BLB-ES-B2LG-4,10.13.104.233/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/31,BLB-WR-LGVDC-1,10.8.222.10/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-BONE-1,TwentyFiveGigE1/0/32,BLB-WR-LGVDC-2,10.8.222.18/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BFF-TORb,vlan1611,VLAN_1611,10.75.10.3/26,FALSE,
BFF-TORb,vlan4090,vlan4090,172.16.0.1/31,FALSE,
BFF-TORb,loopback1,,172.16.128.1/32,FALSE,
BFF-TORb,loopback2,,172.30.0.0/32,FALSE,
BFF-TORb,mgmt1/1/1,,10.75.34.131/23,FALSE,
BFF-TORb,ethernet1/1/47:1,ethernet1/1/47:1,10.75.248.133/30,FALSE,
BFF-TORb,ethernet1/1/48:1,ethernet1/1/48:1,10.75.248.141/30,FALSE,
BFF-TORb,virtual-network3931,virtual-network3931,10.75.10.130/25,FALSE,
ATL-ES-M2A-1,Loopback0,For Network Management,10.2.102.145/32,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-1,TenGigabitEthernet1/1/1,Uplink #1,10.13.41.138/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-1,TenGigabitEthernet2/1/1,Uplink #2,10.13.41.142/30,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-1,Vlan1,User Network,10.166.145.1/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
ATL-ES-M2A-1,Vlan100,Voice,10.198.145.1/24,FALSE,"2000 Riveredge Parkway, Atlanta, GA, 30328 () () () (HCB Aetna) (Erica Harper 770-346-1143|)"
BLB-DS-MGA-FARM-1,Port-channel11,,10.8.222.25/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-FARM-1,Port-channel12,,10.8.222.29/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-FARM-1,Vlan1,,10.130.54.7/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-FARM-2,Port-channel11,,10.8.222.26/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-FARM-2,Port-channel12,,10.8.222.30/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-MGA-FARM-2,Vlan1,,10.140.54.7/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-OBM-1,TenGigabitEthernet1/1/1,,10.8.222.137/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-OBM-1,TenGigabitEthernet1/1/2,,10.8.222.139/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-OBM-1,Vlan1,,10.101.194.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-MGA-BKP-1,Vlan1,Upink to Farm,10.130.54.101/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-WLAN-1,Loopback0,,10.2.2.79/32,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-WLAN-1,TenGigabitEthernet1/1/1,To BackBone1 port,10.8.222.133/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-WLAN-1,TenGigabitEthernet2/1/1,To BackBone2 port,10.8.222.135/31,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-DS-T2A-WLAN-1,Vlan1,,10.115.0.1/19,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-LQA-1,Loopback0,For Network Management,10.2.122.63/32,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-LQA-1,TenGigabitEthernet1/1/1,Uplink #1,10.13.105.242/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-LQA-1,TenGigabitEthernet2/1/1,Uplink #2,10.13.105.246/30,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-LQA-1,Vlan1,User Network,10.186.63.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-LQA-1,Vlan100,Voice,10.164.112.1/24,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
BLB-ES-T1A-2,Loopback0,For Network Management,10.2.122.24/32,FALSE,"1425 Union Meeting Road, Bluebell, PA, 19422 () () () (HCB Aetna) (Naseem Ahmed 215-775-6507|)"
